timestamp,value_CVS,value_CRM,value_GOOG,value_UPS,value_IBM,value_AMZN,value_KO,value_FB,value_AAPL,value_PFE
2015-03-21 09:27:53,0,2,11.0,1,3,26.0,7.0,7.0,6,0
2015-03-21 09:32:53,0,0,7.0,1,1,35.0,5.0,6.0,13,0
2015-03-21 09:37:53,0,0,13.0,0,0,24.0,10.0,4.0,9,0
2015-03-21 09:42:53,0,3,10.0,2,1,29.0,23.0,10.0,5,0
2015-03-21 09:47:53,1,1,5.0,1,0,18.0,12.0,6.0,3,0
2015-03-21 09:52:53,0,0,10.0,1,2,21.0,4.0,5.0,11,1
2015-03-21 09:57:53,0,2,13.0,0,4,30.0,5.0,9.0,16,1
2015-03-21 10:02:53,0,1,9.0,0,2,23.0,9.0,10.0,7,0
2015-03-21 10:07:53,0,0,9.0,1,2,28.0,14.0,6.0,23,1
2015-03-21 10:12:53,0,3,22.0,0,2,45.0,7.0,4.0,33,1
2015-03-21 10:17:53,0,0,14.0,0,0,39.0,2.0,5.0,18,0
2015-03-21 10:22:53,0,0,4.0,0,2,46.0,4.0,11.0,36,0
2015-03-21 10:27:53,0,1,9.0,0,4,43.0,6.0,4.0,24,0
2015-03-21 10:32:53,0,0,8.0,1,1,27.0,7.0,6.0,19,0
2015-03-21 10:37:53,0,1,4.0,0,2,48.0,5.0,2.0,13,0
2015-03-21 10:42:53,0,0,3.0,0,2,64.0,4.0,2.0,16,0
2015-03-21 10:47:53,0,0,3.0,0,2,41.0,9.0,8.0,20,0
2015-03-21 10:52:53,0,0,5.0,2,1,31.0,7.0,6.0,10,0
2015-03-21 10:57:53,0,2,16.0,0,4,33.0,4.0,8.0,26,0
2015-03-21 11:02:53,0,1,8.0,1,1,35.0,4.0,12.0,23,0
2015-03-21 11:07:53,0,0,12.0,0,1,27.0,4.0,5.0,16,0
2015-03-21 11:12:53,0,0,7.0,0,1,43.0,4.0,8.0,12,0
2015-03-21 11:17:53,0,0,7.0,0,2,50.0,7.0,10.0,11,0
2015-03-21 11:22:53,0,2,4.0,0,1,43.0,4.0,4.0,15,0
2015-03-21 11:27:53,0,3,5.0,0,1,32.0,10.0,8.0,9,1
2015-03-21 11:32:53,0,6,14.0,0,0,25.0,19.0,12.0,19,1
2015-03-21 11:37:53,0,0,6.0,1,1,29.0,9.0,5.0,7,0
2015-03-21 11:42:53,0,2,20.0,0,1,53.0,6.0,5.0,8,0
2015-03-21 11:47:53,0,1,9.0,0,0,65.0,11.0,12.0,15,0
2015-03-21 11:52:53,0,0,9.0,1,0,33.0,2.0,6.0,14,0
2015-03-21 11:57:53,0,0,16.0,0,4,51.0,6.0,6.0,15,0
2015-03-21 12:02:53,0,2,10.0,0,1,35.0,4.0,20.0,16,0
2015-03-21 12:07:53,0,0,9.0,0,0,22.0,10.0,26.0,11,1
2015-03-21 12:12:53,0,0,13.0,0,0,31.0,9.0,11.0,16,4
2015-03-21 12:17:53,0,1,11.0,1,0,54.0,7.0,7.0,15,0
2015-03-21 12:22:53,0,1,16.0,0,1,61.0,6.0,10.0,32,0
2015-03-21 12:27:53,0,1,11.0,1,7,49.0,6.0,8.0,34,1
2015-03-21 12:32:53,0,2,9.0,1,4,58.0,7.0,5.0,52,1
2015-03-21 12:37:53,0,3,13.0,0,2,50.0,9.0,7.0,41,1
2015-03-21 12:42:53,0,1,17.0,0,3,49.0,8.0,13.0,14,1
2015-03-21 12:47:53,0,1,11.0,1,0,69.0,8.0,6.0,15,0
2015-03-21 12:52:53,0,1,1.0,1,0,45.0,9.0,10.0,24,2
2015-03-21 12:57:53,1,2,11.0,1,2,51.0,8.0,9.0,25,1
2015-03-21 13:02:53,0,0,14.0,2,1,66.0,5.0,11.0,37,0
2015-03-21 13:07:53,0,0,5.0,2,1,48.0,8.0,4.0,26,0
2015-03-21 13:12:53,0,0,12.0,0,1,65.0,8.0,5.0,25,4
2015-03-21 13:17:53,1,0,11.0,0,1,61.0,10.0,15.0,23,0
2015-03-21 13:22:53,0,1,5.0,0,1,73.0,3.0,22.0,22,1
2015-03-21 13:27:53,0,0,15.0,1,4,55.0,12.0,7.0,29,0
2015-03-21 13:32:53,0,2,21.0,2,2,46.0,7.0,8.0,22,1
2015-03-21 13:37:53,0,0,9.0,1,2,38.0,4.0,8.0,17,0
2015-03-21 13:42:53,0,3,15.0,1,1,31.0,7.0,12.0,53,0
2015-03-21 13:47:53,0,3,15.0,3,1,44.0,9.0,14.0,19,1
2015-03-21 13:52:53,1,5,13.0,2,0,37.0,4.0,22.0,19,0
2015-03-21 13:57:53,2,0,10.0,4,3,41.0,7.0,20.0,45,1
2015-03-21 14:02:53,1,2,15.0,5,2,71.0,8.0,13.0,50,0
2015-03-21 14:07:53,0,0,12.0,3,1,55.0,10.0,10.0,41,0
2015-03-21 14:12:53,0,5,11.0,0,2,77.0,16.0,12.0,49,1
2015-03-21 14:17:53,0,0,14.0,0,4,55.0,15.0,13.0,20,2
2015-03-21 14:22:53,0,0,10.0,0,2,56.0,11.0,16.0,30,0
2015-03-21 14:27:53,1,1,5.0,0,8,66.0,14.0,10.0,24,0
2015-03-21 14:32:53,1,0,13.0,1,3,71.0,18.0,15.0,25,1
2015-03-21 14:37:53,0,4,14.0,0,6,82.0,5.0,10.0,41,1
2015-03-21 14:42:53,0,4,7.0,2,2,69.0,21.0,11.0,30,2
2015-03-21 14:47:53,0,0,17.0,1,3,77.0,9.0,7.0,53,0
2015-03-21 14:52:53,0,0,20.0,0,2,74.0,11.0,4.0,23,0
2015-03-21 14:57:53,0,2,23.0,3,1,94.0,4.0,5.0,46,2
2015-03-21 15:02:53,0,0,16.0,1,0,72.0,9.0,13.0,65,0
2015-03-21 15:07:53,0,0,21.0,1,1,77.0,9.0,7.0,70,0
2015-03-21 15:12:53,0,12,24.0,0,4,61.0,10.0,10.0,43,0
2015-03-21 15:17:53,0,1,11.0,2,3,45.0,5.0,10.0,47,0
2015-03-21 15:22:53,0,0,18.0,0,0,48.0,5.0,10.0,36,0
2015-03-21 15:27:53,2,0,17.0,0,2,63.0,0.0,10.0,31,0
2015-03-21 15:32:53,1,2,7.0,3,2,33.0,5.0,5.0,46,1
2015-03-21 15:37:53,0,3,19.0,2,0,54.0,10.0,10.0,51,1
2015-03-21 15:42:53,2,1,17.0,1,0,62.0,15.0,20.0,47,0
2015-03-21 15:47:53,0,0,17.0,1,1,58.0,14.0,8.0,58,0
2015-03-21 15:52:53,0,1,5.0,3,3,67.0,10.0,8.0,57,0
2015-03-21 15:57:53,0,5,13.0,1,12,77.0,14.0,28.0,82,0
2015-03-21 16:02:53,0,1,17.0,2,1,71.0,13.0,4.0,52,0
2015-03-21 16:07:53,1,2,24.0,0,1,65.0,11.0,18.0,38,0
2015-03-21 16:12:53,0,10,11.0,0,8,66.0,11.0,7.0,35,0
2015-03-21 16:17:53,0,5,11.0,0,0,57.0,6.0,7.0,52,1
2015-03-21 16:22:53,0,2,11.0,4,7,63.0,26.0,10.0,21,1
2015-03-21 16:27:53,0,0,10.0,1,1,40.0,93.0,10.0,31,0
2015-03-21 16:32:53,0,1,16.0,0,1,61.0,15.0,11.0,39,2
2015-03-21 16:37:53,0,0,16.0,1,0,51.0,48.0,16.0,31,0
2015-03-21 16:42:53,1,3,26.0,1,0,58.0,77.0,15.0,37,0
2015-03-21 16:47:53,0,2,24.0,0,1,54.0,75.0,19.0,80,0
2015-03-21 16:52:53,0,1,12.0,0,2,61.0,41.0,22.0,22,0
2015-03-21 16:57:53,0,4,13.0,1,3,47.0,17.0,11.0,78,2
2015-03-21 17:02:53,0,1,18.0,0,2,49.0,10.0,20.0,60,1
2015-03-21 17:07:53,0,1,8.0,3,0,46.0,14.0,12.0,45,0
2015-03-21 17:12:53,0,2,12.0,1,1,43.0,21.0,13.0,59,0
2015-03-21 17:17:53,0,6,5.0,3,3,72.0,34.0,12.0,44,0
2015-03-21 17:22:53,0,0,19.0,2,2,89.0,21.0,10.0,45,0
2015-03-21 17:27:53,0,3,14.0,0,4,62.0,11.0,18.0,24,0
2015-03-21 17:32:53,0,0,17.0,0,6,67.0,46.0,5.0,31,3
2015-03-21 17:37:53,0,0,16.0,3,6,83.0,14.0,8.0,41,0
2015-03-21 17:42:53,0,2,24.0,0,5,69.0,14.0,13.0,25,1
2015-03-21 17:47:53,0,0,21.0,0,1,48.0,6.0,12.0,41,0
2015-03-21 17:52:53,0,0,9.0,2,3,51.0,4.0,6.0,25,0
2015-03-21 17:57:53,0,2,22.0,1,7,99.0,57.0,20.0,64,0
2015-03-21 18:02:53,0,0,10.0,1,2,45.0,25.0,14.0,54,0
2015-03-21 18:07:53,0,0,9.0,3,2,60.0,25.0,10.0,53,0
2015-03-21 18:12:53,0,2,15.0,0,7,69.0,13.0,10.0,36,1
2015-03-21 18:17:53,0,4,8.0,0,0,50.0,7.0,12.0,33,0
2015-03-21 18:22:53,0,7,14.0,2,7,50.0,19.0,12.0,41,0
2015-03-21 18:27:53,0,3,9.0,0,13,72.0,22.0,15.0,59,0
2015-03-21 18:32:53,0,3,10.0,1,2,66.0,26.0,10.0,21,1
2015-03-21 18:37:53,0,1,15.0,0,0,55.0,13.0,8.0,48,1
2015-03-21 18:42:53,0,4,11.0,3,0,40.0,9.0,15.0,34,0
2015-03-21 18:47:53,0,0,20.0,5,6,51.0,14.0,9.0,32,0
2015-03-21 18:52:53,0,2,13.0,3,4,50.0,4.0,5.0,27,0
2015-03-21 18:57:53,0,1,26.0,0,4,64.0,12.0,15.0,31,0
2015-03-21 19:02:53,0,1,19.0,0,1,69.0,12.0,10.0,37,0
2015-03-21 19:07:53,0,1,16.0,2,2,43.0,2.0,13.0,29,0
2015-03-21 19:12:53,1,1,10.0,0,0,50.0,10.0,20.0,30,1
2015-03-21 19:17:53,1,4,15.0,2,3,43.0,9.0,12.0,24,2
2015-03-21 19:22:53,0,0,9.0,1,3,59.0,13.0,14.0,28,2
2015-03-21 19:27:53,0,0,11.0,0,5,54.0,14.0,7.0,32,0
2015-03-21 19:32:53,1,1,15.0,1,1,40.0,11.0,12.0,29,1
2015-03-21 19:37:53,0,0,20.0,4,8,55.0,12.0,10.0,59,1
2015-03-21 19:42:53,0,6,26.0,1,1,39.0,30.0,6.0,20,0
2015-03-21 19:47:53,0,8,15.0,1,2,47.0,19.0,15.0,26,0
2015-03-21 19:52:53,0,3,17.0,0,0,52.0,25.0,16.0,38,0
2015-03-21 19:57:53,0,1,20.0,1,1,47.0,21.0,9.0,51,0
2015-03-21 20:02:53,0,0,9.0,0,0,60.0,26.0,8.0,26,0
2015-03-21 20:07:53,0,2,9.0,1,1,55.0,13.0,9.0,139,0
2015-03-21 20:12:53,0,6,22.0,0,9,50.0,8.0,6.0,129,0
2015-03-21 20:17:53,0,4,13.0,3,3,40.0,12.0,9.0,78,1
2015-03-21 20:22:53,0,1,10.0,0,3,41.0,7.0,10.0,227,2
2015-03-21 20:27:53,0,2,14.0,0,4,50.0,7.0,20.0,32,1
2015-03-21 20:32:53,0,6,11.0,1,4,52.0,7.0,11.0,73,0
2015-03-21 20:37:53,0,1,17.0,1,3,38.0,11.0,7.0,60,2
2015-03-21 20:42:53,0,0,9.0,0,2,45.0,13.0,3.0,27,0
2015-03-21 20:47:53,0,2,11.0,0,7,38.0,7.0,5.0,36,1
2015-03-21 20:52:53,0,4,18.0,1,3,95.0,10.0,8.0,20,0
2015-03-21 20:57:53,0,1,15.0,1,5,53.0,9.0,16.0,26,0
2015-03-21 21:02:53,0,1,6.0,0,4,42.0,11.0,10.0,26,1
2015-03-21 21:07:53,0,5,11.0,0,13,32.0,27.0,10.0,40,0
2015-03-21 21:12:53,0,2,3.0,3,2,28.0,27.0,8.0,55,0
2015-03-21 21:17:53,0,2,7.0,0,0,43.0,31.0,13.0,27,0
2015-03-21 21:22:53,0,3,13.0,0,3,40.0,23.0,5.0,29,0
2015-03-21 21:27:53,0,4,15.0,0,2,55.0,12.0,10.0,32,0
2015-03-21 21:32:53,0,0,8.0,1,4,60.0,13.0,19.0,36,0
2015-03-21 21:37:53,0,0,10.0,1,2,72.0,29.0,8.0,37,3
2015-03-21 21:42:53,0,2,20.0,0,2,51.0,15.0,15.0,50,0
2015-03-21 21:47:53,0,3,12.0,1,2,42.0,7.0,12.0,43,0
2015-03-21 21:52:53,0,3,17.0,2,1,43.0,11.0,12.0,33,0
2015-03-21 21:57:53,0,1,14.0,1,0,39.0,5.0,9.0,39,0
2015-03-21 22:02:53,0,0,14.0,0,3,38.0,11.0,8.0,16,1
2015-03-21 22:07:53,0,1,3.0,1,1,32.0,9.0,9.0,29,0
2015-03-21 22:12:53,0,1,14.0,2,0,29.0,4.0,4.0,27,2
2015-03-21 22:17:53,0,1,1.0,1,0,28.0,14.0,5.0,35,0
2015-03-21 22:22:53,0,0,9.0,0,1,37.0,7.0,8.0,49,0
2015-03-21 22:27:53,0,1,15.0,2,2,48.0,10.0,10.0,56,0
2015-03-21 22:32:53,0,2,10.0,0,0,32.0,28.0,9.0,100,0
2015-03-21 22:37:53,0,0,4.0,1,3,39.0,9.0,4.0,51,0
2015-03-21 22:42:53,0,1,9.0,0,2,50.0,3.0,7.0,48,0
2015-03-21 22:47:53,0,0,12.0,0,1,32.0,6.0,11.0,54,0
2015-03-21 22:52:53,0,1,11.0,0,2,30.0,5.0,7.0,21,0
2015-03-21 22:57:53,0,1,17.0,0,1,48.0,9.0,12.0,29,0
2015-03-21 23:02:53,0,1,14.0,1,1,51.0,5.0,6.0,29,0
2015-03-21 23:07:53,0,1,9.0,0,1,33.0,4.0,8.0,24,1
2015-03-21 23:12:53,0,0,12.0,2,0,52.0,1.0,4.0,409,0
2015-03-21 23:17:53,0,0,12.0,1,0,51.0,7.0,5.0,129,0
2015-03-21 23:22:53,0,1,6.0,0,0,46.0,6.0,6.0,51,0
2015-03-21 23:27:53,0,1,4.0,0,4,40.0,4.0,12.0,39,0
2015-03-21 23:32:53,0,1,13.0,1,0,43.0,12.0,13.0,46,0
2015-03-21 23:37:53,0,0,10.0,0,0,37.0,14.0,14.0,33,0
2015-03-21 23:42:53,0,1,9.0,2,0,62.0,17.0,6.0,31,0
2015-03-21 23:47:53,0,3,20.0,0,1,51.0,5.0,6.0,27,0
2015-03-21 23:52:53,0,0,9.0,3,1,39.0,5.0,8.0,20,0
2015-03-21 23:57:53,0,2,14.0,0,0,70.0,4.0,9.0,26,0
2015-03-22 00:02:53,0,0,15.0,0,1,65.0,3.0,6.0,38,0
2015-03-22 00:07:53,0,0,14.0,0,0,59.0,7.0,7.0,44,0
2015-03-22 00:12:53,0,2,2.0,0,1,47.0,2.0,3.0,32,0
2015-03-22 00:17:53,0,1,8.0,0,2,49.0,5.0,6.0,40,0
2015-03-22 00:22:53,0,0,9.0,0,0,46.0,9.0,6.0,26,0
2015-03-22 00:27:53,0,1,8.0,0,0,359.0,10.0,6.0,33,0
2015-03-22 00:32:53,0,0,7.0,0,2,193.0,3.0,5.0,27,0
2015-03-22 00:37:53,1,0,7.0,1,1,160.0,7.0,9.0,37,0
2015-03-22 00:42:53,0,3,7.0,0,1,120.0,7.0,6.0,31,1
2015-03-22 00:47:53,0,0,15.0,1,3,125.0,6.0,4.0,46,0
2015-03-22 00:52:53,0,2,8.0,1,1,109.0,2.0,8.0,37,0
2015-03-22 00:57:53,0,5,6.0,1,3,74.0,8.0,8.0,33,1
2015-03-22 01:02:53,0,0,6.0,1,1,93.0,2.0,8.0,48,0
2015-03-22 01:07:53,1,1,5.0,2,3,69.0,10.0,15.0,30,0
2015-03-22 01:12:53,0,2,7.0,2,3,68.0,3.0,17.0,38,0
2015-03-22 01:17:53,0,0,8.0,0,9,77.0,9.0,11.0,15,0
2015-03-22 01:22:53,0,0,10.0,1,4,102.0,6.0,12.0,20,1
2015-03-22 01:27:53,0,0,15.0,0,17,76.0,5.0,11.0,18,1
2015-03-22 01:32:53,0,0,10.0,0,2,104.0,3.0,2.0,15,1
2015-03-22 01:37:53,0,0,7.0,0,12,66.0,7.0,2.0,31,1
2015-03-22 01:42:53,0,0,4.0,1,8,94.0,10.0,9.0,22,2
2015-03-22 01:47:53,0,1,7.0,0,4,63.0,6.0,5.0,22,0
2015-03-22 01:52:53,0,0,7.0,0,4,75.0,5.0,13.0,34,0
2015-03-22 01:57:53,0,0,16.0,1,6,57.0,13.0,9.0,22,0
2015-03-22 02:02:53,0,1,3.0,0,4,70.0,16.0,10.0,11,0
2015-03-22 02:07:53,0,7,5.0,0,3,70.0,3.0,8.0,14,2
2015-03-22 02:12:53,0,1,5.0,1,7,62.0,10.0,5.0,39,1
2015-03-22 02:17:53,0,1,5.0,1,0,51.0,10.0,130.0,22,0
2015-03-22 02:22:53,0,2,6.0,0,0,61.0,9.0,44.0,26,0
2015-03-22 02:27:53,0,1,11.0,0,4,57.0,3.0,28.0,31,0
2015-03-22 02:32:53,0,1,8.0,0,2,54.0,3.0,17.0,23,0
2015-03-22 02:37:53,0,2,2.0,1,0,50.0,2.0,12.0,18,0
2015-03-22 02:42:53,0,1,5.0,0,2,47.0,10.0,10.0,51,1
2015-03-22 02:47:53,0,2,4.0,1,2,68.0,7.0,6.0,38,0
2015-03-22 02:52:53,0,1,12.0,0,0,50.0,5.0,14.0,35,0
2015-03-22 02:57:53,0,0,5.0,0,5,74.0,7.0,16.0,30,1
2015-03-22 03:02:53,0,0,17.0,3,2,68.0,5.0,8.0,32,0
2015-03-22 03:07:53,0,0,3.0,1,0,59.0,7.0,15.0,32,0
2015-03-22 03:12:53,0,2,4.0,2,3,63.0,8.0,9.0,23,0
2015-03-22 03:17:53,0,1,5.0,2,2,76.0,13.0,12.0,36,0
2015-03-22 03:22:53,0,0,8.0,0,2,57.0,14.0,6.0,57,0
2015-03-22 03:27:53,0,0,15.0,1,2,49.0,10.0,10.0,37,0
2015-03-22 03:32:53,0,2,7.0,0,3,45.0,4.0,9.0,44,0
2015-03-22 03:37:53,0,2,4.0,1,0,36.0,4.0,7.0,39,1
2015-03-22 03:42:53,0,1,14.0,4,0,48.0,15.0,8.0,50,0
2015-03-22 03:47:53,1,3,3.0,0,1,46.0,9.0,9.0,36,0
2015-03-22 03:52:53,0,3,3.0,2,0,60.0,5.0,8.0,23,0
2015-03-22 03:57:53,0,1,3.0,0,3,47.0,10.0,8.0,30,0
2015-03-22 04:02:53,0,1,6.0,0,1,41.0,10.0,7.0,21,2
2015-03-22 04:07:53,0,0,1.0,1,0,44.0,13.0,11.0,39,0
2015-03-22 04:12:53,0,0,1.0,2,0,39.0,4.0,3.0,36,1
2015-03-22 04:17:53,0,0,10.0,1,0,50.0,7.0,5.0,13,1
2015-03-22 04:22:53,0,1,3.0,0,0,30.0,8.0,5.0,16,0
2015-03-22 04:27:53,0,2,6.0,0,0,28.0,6.0,4.0,22,0
2015-03-22 04:32:53,0,5,3.0,1,0,25.0,8.0,6.0,17,0
2015-03-22 04:37:53,0,0,3.0,0,0,25.0,5.0,8.0,19,0
2015-03-22 04:42:53,0,0,7.0,0,2,36.0,6.0,6.0,15,1
2015-03-22 04:47:53,0,0,10.0,0,0,23.0,6.0,6.0,16,0
2015-03-22 04:52:53,0,0,11.0,0,0,30.0,2.0,7.0,14,0
2015-03-22 04:57:53,0,0,4.0,0,0,47.0,6.0,4.0,17,0
2015-03-22 05:02:53,0,0,2.0,0,0,34.0,6.0,11.0,14,0
2015-03-22 05:07:53,0,2,4.0,1,2,40.0,1.0,2.0,19,1
2015-03-22 05:12:53,0,0,3.0,2,1,48.0,3.0,0.0,19,0
2015-03-22 05:17:53,0,0,3.0,0,3,44.0,6.0,0.0,19,2
2015-03-22 05:22:53,0,0,8.0,1,2,50.0,3.0,10.0,9,0
2015-03-22 05:27:53,1,0,2.0,0,1,52.0,1.0,2.0,12,0
2015-03-22 05:32:53,0,0,4.0,0,0,42.0,3.0,4.0,13,0
2015-03-22 05:37:53,0,0,7.0,0,2,33.0,6.0,5.0,12,0
2015-03-22 05:42:53,0,1,7.0,0,0,43.0,1.0,7.0,24,1
2015-03-22 05:47:53,0,0,3.0,0,0,19.0,2.0,5.0,16,2
2015-03-22 05:52:53,0,1,3.0,1,1,45.0,5.0,3.0,14,0
2015-03-22 05:57:53,0,2,13.0,1,0,31.0,3.0,9.0,12,0
2015-03-22 06:02:53,0,1,7.0,0,1,33.0,7.0,1.0,10,0
2015-03-22 06:07:53,0,3,16.0,0,3,26.0,8.0,1.0,11,0
2015-03-22 06:12:53,0,0,5.0,0,0,35.0,9.0,5.0,15,0
2015-03-22 06:17:53,0,0,7.0,0,1,36.0,11.0,7.0,11,0
2015-03-22 06:22:53,0,1,5.0,0,5,27.0,11.0,6.0,13,0
2015-03-22 06:27:53,0,0,4.0,0,0,40.0,3.0,6.0,13,0
2015-03-22 06:32:53,0,2,6.0,0,2,28.0,5.0,6.0,13,0
2015-03-22 06:37:53,0,0,4.0,0,0,37.0,12.0,7.0,13,0
2015-03-22 06:42:53,0,0,5.0,0,0,35.0,7.0,8.0,10,0
2015-03-22 06:47:53,0,1,6.0,0,3,36.0,8.0,11.0,17,0
2015-03-22 06:52:53,0,0,1.0,0,0,30.0,5.0,3.0,11,1
2015-03-22 06:57:53,0,0,4.0,0,2,35.0,2.0,4.0,21,0
2015-03-22 07:02:53,0,0,7.0,0,0,27.0,7.0,3.0,7,0
2015-03-22 07:07:53,0,2,5.0,0,1,33.0,5.0,5.0,10,0
2015-03-22 07:12:53,0,0,5.0,0,2,29.0,5.0,7.0,12,0
2015-03-22 07:17:53,0,0,2.0,0,1,23.0,13.0,5.0,9,0
2015-03-22 07:22:53,1,0,3.0,0,2,23.0,8.0,6.0,10,0
2015-03-22 07:27:53,0,0,1.0,0,0,42.0,5.0,5.0,7,0
2015-03-22 07:32:53,0,0,0.0,0,1,21.0,4.0,1.0,3,0
2015-03-22 07:37:53,1,0,9.0,0,0,21.0,1.0,3.0,12,0
2015-03-22 07:42:53,0,0,10.0,0,0,32.0,1.0,6.0,11,0
2015-03-22 07:47:53,0,3,11.0,0,3,33.0,2.0,4.0,9,0
2015-03-22 07:52:53,0,0,8.0,1,2,17.0,2.0,6.0,18,0
2015-03-22 07:57:53,0,0,7.0,0,1,24.0,6.0,7.0,11,0
2015-03-22 08:02:53,0,0,7.0,0,0,21.0,3.0,1.0,17,0
2015-03-22 08:07:53,0,0,9.0,0,1,24.0,2.0,6.0,18,0
2015-03-22 08:12:53,0,0,11.0,0,0,34.0,7.0,10.0,9,0
2015-03-22 08:17:53,0,2,2.0,0,2,27.0,1.0,10.0,12,0
2015-03-22 08:22:53,0,0,14.0,0,1,37.0,17.0,5.0,10,0
2015-03-22 08:27:53,0,0,6.0,0,0,21.0,15.0,7.0,9,0
2015-03-22 08:32:53,0,0,4.0,0,1,18.0,19.0,14.0,10,0
2015-03-22 08:37:53,0,1,6.0,0,1,31.0,2.0,16.0,6,0
2015-03-22 08:42:53,0,2,6.0,0,0,32.0,7.0,17.0,4,0
2015-03-22 08:47:53,0,1,6.0,0,3,21.0,9.0,17.0,14,1
2015-03-22 08:52:53,0,1,6.0,0,2,23.0,9.0,13.0,15,0
2015-03-22 08:57:53,0,0,18.0,1,2,22.0,4.0,10.0,20,0
2015-03-22 09:02:53,0,0,2.0,0,0,22.0,4.0,8.0,11,1
2015-03-22 09:07:53,0,0,6.0,0,4,26.0,7.0,12.0,16,0
2015-03-22 09:12:53,0,0,6.0,0,4,41.0,7.0,5.0,9,1
2015-03-22 09:17:53,0,1,8.0,0,3,36.0,3.0,4.0,6,0
2015-03-22 09:22:53,0,0,10.0,0,1,19.0,8.0,2.0,6,0
2015-03-22 09:27:53,0,1,8.0,0,0,30.0,1.0,10.0,8,0
2015-03-22 09:32:53,0,0,8.0,0,2,35.0,2.0,7.0,8,0
2015-03-22 09:37:53,0,1,2.0,0,0,45.0,5.0,12.0,12,0
2015-03-22 09:42:53,0,1,8.0,0,1,22.0,21.0,10.0,13,0
2015-03-22 09:47:53,0,0,10.0,0,0,21.0,41.0,6.0,18,1
2015-03-22 09:52:53,0,0,4.0,0,0,37.0,49.0,8.0,6,0
2015-03-22 09:57:53,0,1,6.0,0,2,26.0,6.0,6.0,26,0
2015-03-22 10:02:53,0,0,11.0,0,1,36.0,33.0,8.0,17,0
2015-03-22 10:07:53,0,0,5.0,0,0,26.0,43.0,4.0,9,0
2015-03-22 10:12:53,0,0,2.0,0,2,25.0,19.0,5.0,13,1
2015-03-22 10:17:53,0,1,6.0,0,1,24.0,12.0,9.0,7,0
2015-03-22 10:22:53,0,2,4.0,0,1,22.0,13.0,10.0,11,0
2015-03-22 10:27:53,0,0,5.0,0,1,30.0,11.0,8.0,20,0
2015-03-22 10:32:53,0,0,2.0,0,1,38.0,25.0,4.0,12,0
2015-03-22 10:37:53,0,0,0.0,0,0,30.0,43.0,6.0,10,0
2015-03-22 10:42:53,0,1,8.0,0,0,38.0,36.0,3.0,11,0
2015-03-22 10:47:53,0,0,6.0,0,1,34.0,41.0,3.0,9,0
2015-03-22 10:52:53,0,2,13.0,0,2,30.0,32.0,6.0,21,0
2015-03-22 10:57:53,0,1,7.0,0,2,28.0,15.0,6.0,37,0
2015-03-22 11:02:53,0,0,7.0,0,0,35.0,9.0,7.0,15,0
2015-03-22 11:07:53,0,0,20.0,0,0,35.0,10.0,4.0,12,0
2015-03-22 11:12:53,0,0,15.0,0,6,48.0,6.0,5.0,20,1
2015-03-22 11:17:53,0,0,33.0,1,6,112.0,11.0,11.0,15,0
2015-03-22 11:22:53,0,2,49.0,0,4,19.0,11.0,6.0,17,0
2015-03-22 11:27:53,0,0,25.0,0,1,43.0,12.0,8.0,11,0
2015-03-22 11:32:53,0,0,6.0,1,1,36.0,10.0,9.0,12,0
2015-03-22 11:37:53,0,1,5.0,0,1,51.0,10.0,6.0,14,0
2015-03-22 11:42:53,0,0,2.0,2,4,43.0,10.0,7.0,19,0
2015-03-22 11:47:53,0,1,8.0,0,3,60.0,14.0,7.0,12,0
2015-03-22 11:52:53,0,2,7.0,0,1,90.0,15.0,6.0,15,0
2015-03-22 11:57:53,0,3,4.0,1,0,64.0,10.0,12.0,43,0
2015-03-22 12:02:53,0,3,5.0,2,0,42.0,9.0,3.0,16,0
2015-03-22 12:07:53,0,1,4.0,1,1,45.0,9.0,4.0,22,0
2015-03-22 12:12:53,0,3,2.0,1,0,40.0,2.0,6.0,17,0
2015-03-22 12:17:53,0,0,15.0,1,0,39.0,2.0,6.0,19,0
2015-03-22 12:22:53,0,1,47.0,2,0,47.0,8.0,10.0,16,0
2015-03-22 12:27:53,0,2,6.0,4,2,71.0,12.0,6.0,18,1
2015-03-22 12:32:53,0,0,7.0,2,0,55.0,13.0,5.0,13,1
2015-03-22 12:37:53,0,4,3.0,1,2,55.0,7.0,14.0,14,1
2015-03-22 12:42:53,0,1,14.0,2,1,82.0,6.0,18.0,26,0
2015-03-22 12:47:53,0,2,6.0,0,0,97.0,7.0,18.0,16,1
2015-03-22 12:52:53,0,3,7.0,2,3,45.0,9.0,36.0,14,1
2015-03-22 12:57:53,0,3,10.0,2,0,59.0,12.0,60.0,28,0
2015-03-22 13:02:53,0,0,5.0,0,3,66.0,11.0,60.0,26,0
2015-03-22 13:07:53,0,2,13.0,1,0,61.0,11.0,62.0,18,0
2015-03-22 13:12:53,0,3,9.0,1,1,62.0,6.0,41.0,24,0
2015-03-22 13:17:53,0,3,5.0,1,1,51.0,7.0,29.0,21,0
2015-03-22 13:22:53,0,0,6.0,2,4,53.0,9.0,26.0,17,1
2015-03-22 13:27:53,0,0,5.0,4,1,61.0,6.0,14.0,17,1
2015-03-22 13:32:53,0,0,2.0,2,5,66.0,7.0,5.0,30,1
2015-03-22 13:37:53,0,0,51.0,1,0,71.0,6.0,10.0,28,0
